#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033590.contigs.fasta	NODE_350_length_38488_cov_0.086332	1599	3042	-	Staphylococcus_aureus_LmrS	1-1443/1443	========/======	1/1	100.00	91.41	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033590.contigs.fasta	NODE_355_length_50936_cov_0.070400	32233	33398	-	Staphylococcus_aureus_norA	1-1166/1167	===============	0/0	99.91	91.59	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033590.contigs.fasta	NODE_355_length_50936_cov_0.070400	41051	41494	+	mgrA	1-444/444	===============	0/0	100.00	99.78	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033592.contigs.fasta	NODE_1064_length_3874_cov_0.028803	384	1739	+	arlS	1-1356/1356	===============	0/0	100.00	100.00	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033592.contigs.fasta	NODE_1311_length_1086_cov_0.057226	2	1086	+	mepA	205-1289/1356	..=============	0/0	80.01	99.26	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033592.contigs.fasta	NODE_1317_length_1327_cov_0.047170	577	996	+	mepR	1-420/420	===============	0/0	100.00	100.00	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033592.contigs.fasta	NODE_279_length_991_cov_0.024573	425	844	-	Staphylococcus_aureus_FosB	1-420/420	===============	0/0	100.00	99.05	card	AHLO01000073.1:63138-63558	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	fosfomycin
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033592.contigs.fasta	NODE_693_length_4801_cov_0.020649	1834	2277	-	mgrA	1-444/444	===============	0/0	100.00	100.00	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_13_length_29479_cov_0.072730	27990	29342	+	tet(38)	1-1353/1353	===============	0/0	100.00	98.52	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_198_length_7197_cov_0.027023	130	1485	-	arlS	1-1356/1356	===============	0/0	100.00	98.30	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_198_length_7197_cov_0.027023	1482	2141	-	arlR	1-660/660	===============	0/0	100.00	99.09	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_19_length_50930_cov_0.032963	32228	33393	-	Staphylococcus_aureus_norA	1-1166/1167	===============	0/0	99.91	91.59	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_19_length_50930_cov_0.032963	41046	41489	+	mgrA	1-444/444	===============	0/0	100.00	99.78	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_203_length_38482_cov_0.035236	1595	3037	-	Staphylococcus_aureus_LmrS	1-1443/1443	===============	0/0	100.00	91.41	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_207_length_12607_cov_0.059034	4598	5017	+	mepR	1-420/420	===============	0/0	100.00	99.05	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_207_length_12607_cov_0.059034	5124	6479	+	mepA	1-1356/1356	===============	0/0	100.00	98.53	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_233_length_20843_cov_0.049981	20316	20735	-	Staphylococcus_aureus_FosB	1-420/420	===============	0/0	100.00	98.81	card	AHLO01000073.1:63138-63558	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	fosfomycin
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_256_length_54305_cov_0.027484	32392	33237	+	PC1_beta-lactamase_(blaZ)	1-846/846	===============	0/0	100.00	96.81	card	CP000732.1:10528-9682	The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033593.contigs.fasta	NODE_3_length_13003_cov_0.090825	9399	9874	+	mecC-type_BlaZ	1-476/480	===============	0/0	99.17	97.90	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_177_length_3323_cov_0.211750	153	1505	-	tet(38)	1-1353/1353	===============	0/0	100.00	98.82	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_206_length_7031_cov_0.377867	6	687	+	PC1_beta-lactamase_(blaZ)	165-846/846	..=============	0/0	80.61	97.51	card	CP000732.1:10528-9682	The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_25_length_128881_cov_0.108192	109001	110356	-	arlS	1-1356/1356	===============	0/0	100.00	98.82	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_25_length_128881_cov_0.108192	110353	111012	-	arlR	1-660/660	===============	0/0	100.00	98.94	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_3_length_9312_cov_0.256347	1532	2011	-	mecC-type_BlaZ	1-480/480	===============	0/0	100.00	97.29	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_42_length_23130_cov_0.168017	20092	21533	+	Staphylococcus_aureus_LmrS	2-1443/1443	===============	0/0	99.93	91.33	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_46_length_72673_cov_0.189264	37713	39068	-	mepA	1-1356/1356	===============	0/0	100.00	98.75	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_46_length_72673_cov_0.189264	39175	39594	-	mepR	1-420/420	===============	0/0	100.00	98.81	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_50_length_52666_cov_0.150121	32246	33411	-	Staphylococcus_aureus_norA	1-1166/1167	===============	0/0	99.91	91.25	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033594.contigs.fasta	NODE_50_length_52666_cov_0.150121	41062	41505	+	mgrA	1-444/444	===============	0/0	100.00	99.78	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033595.contigs.fasta	NODE_131_length_3340_cov_0.114460	1849	3201	+	tet(38)	1-1353/1353	===============	0/0	100.00	99.85	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033595.contigs.fasta	NODE_14_length_107332_cov_0.065298	73690	74133	-	mgrA	1-444/444	===============	0/0	100.00	100.00	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033595.contigs.fasta	NODE_14_length_107332_cov_0.065298	81784	82950	+	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	99.91	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033595.contigs.fasta	NODE_200_length_43676_cov_0.053460	26157	27512	-	arlS	1-1356/1356	===============	0/0	100.00	99.11	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033595.contigs.fasta	NODE_200_length_43676_cov_0.053460	27509	28168	-	arlR	1-660/660	===============	0/0	100.00	99.55	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033595.contigs.fasta	NODE_26_length_14751_cov_0.120305	4870	5345	-	mecC-type_BlaZ	1-476/480	===============	0/0	99.17	97.69	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033595.contigs.fasta	NODE_28_length_51318_cov_0.081072	48279	49721	+	Staphylococcus_aureus_LmrS	1-1443/1443	===============	0/0	100.00	99.93	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033595.contigs.fasta	NODE_37_length_42411_cov_0.107895	6126	7481	-	mepA	1-1356/1356	===============	0/0	100.00	99.63	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033595.contigs.fasta	NODE_37_length_42411_cov_0.107895	7588	8007	-	mepR	1-420/420	===============	0/0	100.00	99.29	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_195_length_3334_cov_0.068923	1848	3200	+	tet(38)	1-1353/1353	===============	0/0	100.00	100.00	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_221_length_6424_cov_0.085571	2105	2935	+	aad(6)	1-831/831	===============	0/0	100.00	100.00	card	AY712687:0-831	ANT(6)-Ia/aad(6) is a plasmid-encoded aminoglycoside nucleotidyltransferase gene in E. faecalis and Streptococcus oralis	aminoglycoside
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_221_length_6424_cov_0.085571	2932	3474	+	SAT-4	1-543/543	===============	0/0	100.00	99.82	card	U01945:373-916	SAT-4 is a plasmid-mediated streptothricin acetyltransferase and streptothricin (a nucleoside antibiotic) resistant determinant. Originally described from a Campylobacter coli BE/G4 plasmid gene sequence by Jacob et al 1994.	nucleoside
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_221_length_6424_cov_0.085571	3567	4361	+	APH(3')-IIIa	1-795/795	===============	0/0	100.00	100.00	card	CP004067:52914-53709	APH(3')-IIIa is a plasmid-encoded aminoglycoside phosphotransferase in S. aureus and Enterococcus spp.	aminoglycoside
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_255_length_38012_cov_0.046737	23141	24496	-	arlS	1-1356/1356	===============	0/0	100.00	99.85	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_255_length_38012_cov_0.046737	24493	25152	-	arlR	1-660/660	===============	0/0	100.00	100.00	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_259_length_35905_cov_0.042985	31408	32574	-	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	100.00	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_264_length_5239_cov_0.085648	1561	3567	+	mecA	1-2007/2007	===============	0/0	100.00	99.85	card	KC243783:0-2007	A foreign PBP2a acquired by lateral gene transfer that able to perform peptidoglycan synthesis in the presence of beta-lactams.	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_270_length_16569_cov_0.060676	123	542	+	Staphylococcus_aureus_FosB	1-420/420	===============	0/0	100.00	99.76	card	AHLO01000073.1:63138-63558	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	fosfomycin
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_304_length_1983_cov_0.052386	429	1868	+	AAC(6')-Ie-APH(2'')-Ia	1-1440/1440	===============	0/0	100.00	100.00	card	GU565967.1:26419-24979	AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus E. faecalis E. faecium and Staphylococcus warneri	aminoglycoside
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_329_length_24644_cov_0.038757	19809	20252	-	mgrA	1-444/444	===============	0/0	100.00	100.00	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_374_length_11739_cov_0.099195	1593	3036	-	Staphylococcus_aureus_LmrS	1-1443/1443	========/======	1/1	100.00	98.89	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_401_length_10862_cov_0.070510	4034	5389	-	mepA	1-1356/1356	===============	0/0	100.00	99.41	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_401_length_10862_cov_0.070510	5496	5915	-	mepR	1-420/420	===============	0/0	100.00	100.00	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_434_length_12127_cov_0.108516	2238	2717	-	mecC-type_BlaZ	1-480/480	===============	0/0	100.00	97.92	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_446_length_92056_cov_0.041826	57847	58629	+	ANT(9)-Ia	1-783/783	===============	0/0	100.00	100.00	card	X02588.1:330-1113	ANT(9)-Ia is an aminoglycoside nucleotidyltransferase encoded by plasmids and transposons in S. aureus Enterococcus spp. Staphylococcus sciuri and E. faecalis	aminoglycoside
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033596.contigs.fasta	NODE_446_length_92056_cov_0.041826	58755	59486	-	ErmA	1-732/732	===============	0/0	100.00	99.86	card	X03216.1:5282-4550	ErmA confers the MLSb phenotype. Similar to ErmC Expression of ErmA is inducible by erythromycin. The leader peptide causes attenuation of the mRNA and stabilizes the structure preventing further translation. When erythromycin is present it binds the leader peptide causing a change in conformation allowing for the expression of ErmA.	lincosamide;macrolide;streptogramin
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033597.contigs.fasta	NODE_117_length_11387_cov_0.066008	9380	9859	+	mecC-type_BlaZ	1-480/480	===============	0/0	100.00	97.29	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033597.contigs.fasta	NODE_125_length_20696_cov_0.054116	6343	7188	-	PC1_beta-lactamase_(blaZ)	1-846/846	===============	0/0	100.00	97.87	card	CP000732.1:10528-9682	The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033597.contigs.fasta	NODE_142_length_107957_cov_0.020639	15479	16138	+	arlR	1-660/660	===============	0/0	100.00	98.94	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033597.contigs.fasta	NODE_142_length_107957_cov_0.020639	16135	17490	+	arlS	1-1356/1356	===============	0/0	100.00	98.75	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/ERR033597.contigs.fasta	NODE_144_length_13038_cov_0.042363	150	1502	-	tet(38)	1-1353/1353	===============	0/0	100.00	98.82	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
